Time_ms,Main_val,Compasste1_val,Compasste2_val,Main_raw,Compasste1_raw,Compasste2_raw,Marker
13,0,0,0,462,461,462,1
25,0,0,0,462,461,462,0
37,0,0,0,462,462,463,0
49,0,0,0,462,461,463,0
61,0,0,0,462,461,463,0
73,0,0,0,463,461,463,0
84,0,0,0,463,461,463,0
96,0,0,0,462,462,462,0
108,0,0,0,462,461,462,0
119,0,0,0,462,462,462,0
131,0,0,0,462,462,462,0
143,0,0,0,462,462,462,0
155,0,0,0,462,461,462,0
166,0,0,0,462,461,462,0
178,0,0,0,462,462,462,0
190,0,0,0,462,461,462,0
201,0,0,0,462,461,462,0
213,0,0,0,462,461,463,0
225,0,0,0,462,461,462,0
236,0,0,0,462,461,463,0
248,0,0,0,462,462,462,0
260,0,0,0,462,461,462,0
272,0,0,0,462,462,463,0
283,0,0,0,462,462,462,0
295,0,0,0,463,462,463,0
307,0,0,0,462,462,462,0
318,0,0,0,462,461,462,0
330,0,0,0,462,462,463,0
342,0,0,0,462,462,462,0
354,0,0,0,462,461,462,0
365,0,0,0,462,462,463,0
377,0,0,0,462,462,463,0
389,0,0,0,462,462,462,0
400,0,0,0,462,461,462,0
412,0,0,0,462,462,462,0
424,0,0,0,462,462,462,0
435,0,0,0,462,462,463,0
447,0,0,0,462,462,462,0
459,0,0,0,462,461,462,0
471,0,0,0,462,462,463,0
482,0,0,0,462,461,463,0
494,0,0,0,462,462,462,0
506,0,0,0,462,461,462,0
517,0,0,0,462,461,462,0
529,0,0,0,462,461,462,0
541,0,0,0,462,461,463,0
552,0,0,0,462,461,462,0
564,0,0,0,462,461,462,0
576,0,0,0,462,461,462,0
588,0,0,0,462,461,462,0
599,0,0,0,462,461,462,0
611,0,0,0,462,461,462,0
623,0,0,0,462,462,462,0
634,0,0,0,462,462,462,0
646,0,0,0,462,462,462,0
658,0,0,0,462,462,462,0
670,0,0,0,462,462,462,0
681,0,0,0,462,462,462,0
693,0,0,0,462,462,462,0
705,0,0,0,462,462,462,0
716,0,0,0,462,462,462,0
728,0,0,0,462,462,462,0
740,0,0,0,462,462,462,0
751,0,0,0,462,462,462,0
763,0,0,0,462,461,462,0
775,0,0,0,462,461,462,0
787,0,0,0,462,461,462,0
798,0,0,0,462,461,462,0
810,0,0,0,462,461,462,0
822,0,0,0,462,461,462,0
833,0,0,0,462,461,462,0
845,0,0,0,462,461,462,0
857,0,0,0,462,461,462,0
868,0,0,0,462,461,462,0
880,0,0,0,462,462,462,0
892,0,0,0,462,461,462,0
904,0,0,0,462,461,462,0
915,0,0,0,462,461,462,0
927,0,0,0,462,461,462,0
939,0,0,0,462,461,462,0
950,0,0,0,462,461,462,0
962,0,0,0,462,461,462,0
974,0,0,0,462,461,462,0
986,0,0,0,462,461,462,0
997,0,0,0,462,461,462,0
1009,0,0,0,462,461,462,0
1021,0,0,0,462,461,462,0
1032,0,0,0,462,461,462,0
1044,0,0,0,462,461,462,0
1056,0,0,0,462,461,462,0
1067,0,0,0,462,461,462,0
1079,0,0,0,462,462,463,0
1091,0,0,0,462,462,462,0
1103,0,0,0,462,461,463,0
1114,0,0,0,462,462,463,0
1126,0,0,0,462,461,462,0
1138,0,0,0,462,461,462,0
1149,0,0,0,462,461,462,0
1161,0,0,0,462,461,462,0
1173,0,0,0,462,461,462,0
1185,0,0,0,462,461,462,0
1196,0,0,0,462,461,462,0
1208,0,0,0,462,461,462,0
1220,0,0,0,462,461,462,0
1231,0,0,0,462,461,462,0
1243,0,0,0,462,462,462,0
1255,0,0,0,462,462,462,0
1266,0,0,0,462,461,462,0
1278,0,0,0,462,462,462,0
1290,0,0,0,462,461,462,0
1302,0,0,0,462,461,462,0
1313,0,0,0,462,461,462,0
1325,0,0,0,462,461,462,0
1337,0,0,0,462,461,462,0
1348,0,0,0,462,461,462,0
1360,0,0,0,462,461,462,0
1372,0,0,0,462,461,462,0
1383,0,0,0,462,461,462,0
1395,0,0,0,462,461,462,0
1407,0,0,0,462,461,463,0
1419,0,0,0,462,461,462,0
1430,0,0,0,462,462,462,0
1442,0,0,0,462,461,463,0
1454,0,0,0,462,462,462,0
1465,0,0,0,462,462,462,0
1477,0,0,0,462,462,463,0
1489,0,0,0,462,462,463,0
1501,0,0,0,462,462,463,0
1512,0,0,0,462,461,462,0
1524,0,0,0,462,462,463,0
1536,0,0,0,462,462,462,0
1547,0,0,0,462,461,463,0
1559,0,0,0,462,461,463,0
1571,0,0,0,462,461,462,0
1582,0,0,0,462,461,462,0
1594,0,0,0,462,461,462,0
1606,0,0,0,462,461,462,0
1618,0,0,0,462,461,462,0
1629,0,0,0,462,461,462,0
1641,0,0,0,462,461,462,0
1653,0,0,0,462,461,462,0
1664,0,0,0,462,461,462,0
1676,0,0,0,462,462,462,0
1688,0,0,0,462,462,462,0
1700,0,0,0,462,461,462,0
1711,0,0,0,462,462,462,0
1723,0,0,0,462,461,463,0
1735,0,0,0,463,462,463,0
1746,0,0,0,463,462,463,0
1758,0,0,0,462,462,462,0
1770,0,0,0,463,462,463,0
1781,0,0,0,463,461,463,0
1793,0,0,0,463,462,463,0
1805,0,0,0,463,462,463,0
1817,0,0,0,463,462,463,0
1828,0,0,0,463,462,463,0
1840,0,0,0,463,461,463,0
1852,0,0,0,463,462,463,0
1863,0,0,0,463,462,463,0
1875,0,0,0,463,462,462,0
1887,0,0,0,463,462,463,0
1898,0,0,0,462,461,463,0
1910,0,0,0,462,461,462,0
1922,0,0,0,462,461,462,0
1934,0,0,0,462,461,462,0
1945,0,0,0,462,461,462,0
1957,0,0,0,462,461,462,0
1969,0,0,0,462,461,462,0
1980,0,0,0,462,461,462,0
1992,0,0,0,462,461,462,0
2004,0,0,0,462,461,462,0
2016,0,0,0,462,461,463,0
2028,0,0,0,462,461,462,0
2040,0,0,0,462,461,463,0
2052,0,0,0,462,461,463,0
2064,0,0,0,462,462,463,0
2075,0,0,0,462,461,462,0
2087,0,0,0,462,461,462,0
2099,0,0,0,462,461,462,0
2111,0,0,0,462,461,462,0
2122,0,0,0,462,461,462,0
2134,0,0,0,462,461,462,0
2146,0,0,0,462,461,462,0
2157,0,0,0,462,462,462,0
2169,0,0,0,462,461,462,0
2181,0,0,0,462,462,462,0
2193,0,0,0,462,462,462,0
2204,0,0,0,462,461,462,0
2216,0,0,0,462,462,462,0
2228,0,0,0,462,461,462,0
2239,0,0,0,462,461,462,0
2251,0,0,0,462,461,462,0
2263,0,0,0,462,461,462,0
2274,0,0,0,462,462,462,0
2286,0,0,0,462,462,462,0
2298,0,0,0,462,461,462,0
2310,0,0,0,462,462,462,0
2321,0,0,0,462,461,462,0
2333,0,0,0,462,461,462,0
2345,0,0,0,462,461,462,0
2356,0,0,0,462,462,462,0
2368,0,0,0,462,462,462,0
2380,0,0,0,462,462,462,0
2392,0,0,0,462,461,462,0
2403,0,0,0,462,461,462,0
2415,0,0,0,462,461,462,0
2427,0,0,0,462,461,462,0
2438,0,0,0,463,461,462,0
2450,0,0,0,462,461,462,0
2462,0,0,0,462,461,462,0
2473,0,0,0,462,461,463,0
2485,0,0,0,462,461,462,0
2497,0,0,0,462,461,462,0
2509,0,0,0,462,461,462,0
2520,0,0,0,462,462,462,0
2532,0,0,0,462,461,462,0
2544,0,0,0,462,462,462,0
2555,0,0,0,462,461,462,0
2567,0,0,0,462,461,462,0
2579,0,0,0,462,462,462,0
2590,0,0,0,462,462,462,0
2602,0,0,0,462,461,462,0
2614,0,0,0,462,462,462,0
2626,0,0,0,462,461,462,0
2637,0,0,0,462,461,463,0
2649,0,0,0,462,461,463,0
2661,0,0,0,462,461,463,0
2672,0,0,0,462,461,463,0
2684,0,0,0,462,461,463,0
2696,0,0,0,462,461,463,0
2708,0,0,0,462,461,463,0
2719,0,0,0,462,461,463,0
2731,0,0,0,462,461,463,0
2743,0,0,0,462,461,463,0
2754,0,0,0,462,461,462,0
2766,0,0,0,462,462,463,0
2778,0,0,0,462,461,462,0
2789,0,0,0,462,462,463,0
2801,0,0,0,462,462,462,0
2813,0,0,0,462,461,462,0
2825,0,0,0,462,461,462,0
2836,0,0,0,462,461,462,0
2848,0,0,0,462,461,462,0
2860,0,0,0,462,461,462,0
2871,0,0,0,462,462,462,0
2883,0,0,0,462,461,462,0
2895,0,0,0,462,461,462,0
2906,0,0,0,462,461,462,0
2918,0,0,0,462,461,462,0
2930,0,0,0,462,461,462,0
2942,0,0,0,462,461,462,0
2953,0,0,0,462,461,462,0
2965,0,0,0,462,461,462,0
2977,0,0,0,462,461,462,0
2988,0,0,0,462,461,462,0
3000,0,0,0,462,462,462,0
3012,0,0,0,462,461,462,0
3024,0,0,0,462,461,462,0
3035,0,0,0,462,461,462,0
3047,0,0,0,462,462,462,0
3059,0,0,0,462,461,462,0
3070,0,0,0,462,462,462,0
3082,0,0,0,462,462,462,0
3094,0,0,0,462,462,462,0
3105,0,0,0,462,462,462,0
3117,0,0,0,462,462,462,0
3129,0,0,0,462,462,462,0
3141,0,0,0,462,462,462,0
3152,0,0,0,462,462,462,0
3164,0,0,0,463,462,462,0
3176,0,0,0,462,462,462,0
3187,0,0,0,462,462,462,0
3199,0,0,0,463,462,462,0
3211,0,0,0,462,462,462,0
3223,0,0,0,462,462,462,0
3234,0,0,0,462,462,462,0
3246,0,0,0,462,461,462,0
3258,0,0,0,462,461,462,0
3269,0,0,0,462,462,462,0
3281,0,0,0,462,461,462,0
3293,0,0,0,462,461,462,0
3304,0,0,0,462,461,462,0
3316,0,0,0,462,461,462,0
3328,0,0,0,462,461,462,0
3340,0,0,0,462,461,462,0
3351,0,0,0,462,461,462,0
3363,0,0,0,462,461,462,0
3375,0,0,0,462,461,462,0
3386,0,0,0,462,461,462,0
3398,0,0,0,462,461,462,0
3410,0,0,0,462,461,462,0
3421,0,0,0,462,461,462,0
3433,0,0,0,462,461,462,0
3445,0,0,0,462,461,462,0
3457,0,0,0,462,461,462,0
3468,0,0,0,462,461,462,0
3480,0,0,0,462,461,462,0
3492,0,0,0,462,461,462,0
3503,0,0,0,462,461,462,0
3515,0,0,0,462,461,462,0
3527,0,0,0,462,461,462,0
3539,0,0,0,462,461,462,0
3550,0,0,0,462,462,462,0
3562,0,0,0,462,461,462,0
3574,0,0,0,462,462,462,0
3585,0,0,0,462,462,462,0
3597,0,0,0,462,461,462,0
3609,0,0,0,462,461,462,0
3620,0,0,0,462,461,462,0
3632,0,0,0,462,461,462,0
3644,0,0,0,462,461,462,0
3656,0,0,0,462,461,462,0
3667,0,0,0,462,461,462,0
3679,0,0,0,462,461,462,0
3691,0,0,0,462,461,462,0
3702,0,0,0,462,461,462,0
3714,0,0,0,462,461,462,0
3726,0,0,0,462,461,462,0
3738,0,0,0,462,461,462,0
3749,0,0,0,462,461,462,0
3761,0,0,0,462,461,462,0
3773,0,0,0,462,461,462,0
3784,0,0,0,462,461,462,0
3796,0,0,0,462,461,462,0
3808,0,0,0,462,461,462,0
3819,0,0,0,462,461,462,0
3831,0,0,0,462,461,462,0
3843,0,0,0,462,461,463,0
3855,0,0,0,462,461,462,0
3866,0,0,0,462,461,462,0
3878,0,0,0,462,461,462,0
3890,0,0,0,462,462,462,0
3901,0,0,0,462,461,462,0
3913,0,0,0,462,462,462,0
3925,0,0,0,462,462,462,0
3936,0,0,0,462,462,462,0
3948,0,0,0,462,462,462,0
3960,0,0,0,462,461,462,0
3972,0,0,0,462,462,463,0
3983,0,0,0,462,462,462,0
3995,0,0,0,462,462,462,0
4007,0,0,0,462,461,462,0
4018,0,0,0,462,462,462,0
4031,0,0,0,461,461,462,0
4043,0,0,0,462,461,462,0
4055,0,0,0,461,462,462,0
4067,0,0,0,462,461,462,0
4078,0,0,0,462,462,462,0
4090,0,0,0,462,461,462,0
4102,0,0,0,462,461,462,0
4114,0,0,0,462,462,462,0
4125,0,0,0,462,462,462,0
4137,0,0,0,462,461,463,0
4149,0,0,0,462,462,462,0
4160,0,0,0,462,461,462,0
4172,0,0,0,462,461,462,0
4184,0,0,0,462,462,462,0
4195,0,0,0,462,462,463,0
4207,0,0,0,462,462,462,0
4219,0,0,0,462,462,462,0
4231,0,0,0,462,462,462,0
4242,0,0,0,462,462,462,0
4254,0,0,0,462,461,462,0
4266,0,0,0,462,461,462,0
4277,0,0,0,462,461,462,0
4289,0,0,0,462,461,462,0
4301,0,0,0,462,461,462,0
4312,0,0,0,462,462,462,0
4324,0,0,0,462,461,462,0
4336,0,0,0,462,461,462,0
4348,0,0,0,462,462,462,0
4359,0,0,0,462,461,462,0
4371,0,0,0,462,461,462,0
4383,0,0,0,462,461,462,0
4394,0,0,0,462,462,462,0
4406,0,0,0,462,461,462,0
4418,0,0,0,462,461,462,0
4430,0,0,0,462,462,462,0
4441,0,0,0,462,461,462,0
4453,0,0,0,462,462,462,0
4465,0,0,0,462,461,462,0
4476,0,0,0,462,462,462,0
4488,0,0,0,462,461,462,0
4500,0,0,0,462,461,462,0
4511,0,0,0,462,461,462,0
4523,0,0,0,462,461,462,0
4535,0,0,0,462,461,462,0
4547,0,0,0,462,461,462,0
4558,0,0,0,462,461,462,0
4570,0,0,0,462,461,462,0
4582,0,0,0,462,461,462,0
4593,0,0,0,462,461,462,0
4605,0,0,0,462,461,462,0
4617,0,0,0,462,461,462,0
4629,0,0,0,462,461,462,0
4640,0,0,0,462,461,462,0
4652,0,0,0,462,461,462,0
4664,0,0,0,462,461,462,0
4675,0,0,0,462,461,462,0
4687,0,0,0,462,461,463,0
4699,0,0,0,462,461,463,0
4710,0,0,0,462,461,462,0
4722,0,0,0,462,461,462,0
4734,0,0,0,462,462,462,0
4746,0,0,0,462,461,462,0
4757,0,0,0,462,461,462,0
4769,0,0,0,462,461,462,0
4781,0,0,0,462,461,462,0
4792,0,0,0,462,461,462,0
4804,0,0,0,462,461,462,0
4816,0,0,0,462,461,462,0
4827,0,0,0,462,461,462,0
4839,0,0,0,462,461,462,0
4851,0,0,0,462,461,462,0
4863,0,0,0,462,461,462,0
4874,0,0,0,462,461,462,0
4886,0,0,0,462,461,462,0
4898,0,0,0,462,461,462,0
4909,0,0,0,462,461,462,0
4921,0,0,0,462,461,462,0
4933,0,0,0,462,461,463,0
4945,0,0,0,462,461,462,0
4956,0,0,0,462,461,462,0
4968,0,0,0,462,461,462,0
4980,0,0,0,462,462,462,0
4991,0,0,0,462,462,462,0
5003,0,0,0,462,461,462,0
5015,0,0,0,462,461,462,0
5026,0,0,0,462,461,462,0
5038,0,0,0,462,461,462,0
5050,0,0,0,462,462,462,0
5062,0,0,0,462,461,462,0
5073,0,0,0,462,461,462,0
5085,0,0,0,462,461,462,0
5097,0,0,0,462,461,462,0
5108,0,0,0,462,461,462,0
5120,0,0,0,462,461,462,0
5132,0,0,0,462,461,462,0
5143,0,0,0,462,461,462,0
5155,0,0,0,462,461,462,0
5167,0,0,0,462,461,462,0
5179,0,0,0,462,461,462,0
5190,0,0,0,462,461,462,0
5202,0,0,0,462,461,462,0
5214,0,0,0,462,461,462,0
5225,0,0,0,462,461,462,0
5237,0,0,0,462,461,462,0
5249,0,0,0,462,461,462,0
5261,0,0,0,462,461,462,0
5272,0,0,0,462,461,462,0
5284,0,0,0,462,461,462,0
5296,0,0,0,462,462,462,0
5307,0,0,0,462,461,462,0
5319,0,0,0,462,462,462,0
5331,0,0,0,462,462,462,0
5342,0,0,0,462,462,462,0
5354,0,0,0,462,461,462,0
5366,0,0,0,462,462,462,0
5378,0,0,0,462,462,462,0
5389,0,0,0,462,462,462,0
5401,0,0,0,462,462,462,0
5413,0,0,0,462,462,462,0
5424,0,0,0,462,462,462,0
5436,0,0,0,462,461,462,0
5448,0,0,0,462,461,462,0
5460,0,0,0,462,461,462,0
5471,0,0,0,462,462,462,0
5483,0,0,0,462,461,462,0
5495,0,0,0,462,462,462,0
5506,0,0,0,462,461,462,0
5518,0,0,0,462,461,462,0
5530,0,0,0,462,461,462,0
5541,0,0,0,462,461,462,0
5553,0,0,0,462,461,462,0
5565,0,0,0,462,461,462,0
5577,0,0,0,462,461,462,0
5588,0,0,0,462,461,462,0
5600,0,0,0,462,461,462,0
5612,0,0,0,462,461,462,0
5623,0,0,0,462,461,462,0
5635,0,0,0,462,461,462,0
5647,0,0,0,462,461,462,0
5658,0,0,0,462,461,462,0
5670,0,0,0,462,461,462,0
5682,0,0,0,462,461,462,0
5694,0,0,0,462,461,462,0
5705,0,0,0,462,461,462,0
5717,0,0,0,462,461,462,0
5729,0,0,0,462,461,462,0
5740,0,0,0,462,461,462,0
5752,0,0,0,462,461,462,0
5764,0,0,0,462,461,462,0
5776,0,0,0,462,461,462,0
5787,0,0,0,462,461,462,0
5799,0,0,0,462,461,462,0
5811,0,0,0,462,461,462,0
5822,0,0,0,462,461,462,0
5834,0,0,0,462,461,463,0
5846,0,0,0,462,461,462,0
5857,0,0,0,462,461,462,0
5869,0,0,0,462,461,462,0
5881,0,0,0,462,461,462,0
5893,0,0,0,462,461,463,0
5904,0,0,0,462,461,462,0
5916,0,0,0,462,461,462,0
5928,0,0,0,462,461,462,0
5939,0,0,0,462,461,462,0
5951,0,0,0,462,461,463,0
5963,0,0,0,462,461,462,0
5975,0,0,0,462,461,462,0
5986,0,0,0,462,461,462,0
5998,0,0,0,461,461,462,0
6010,0,0,0,462,461,462,0
6021,0,0,0,462,461,462,0
6034,0,0,0,462,461,462,0
6046,0,0,0,462,462,462,0
6058,0,0,0,462,462,462,0
6070,0,0,0,462,462,462,0
6081,0,0,0,462,461,462,0
6093,0,0,0,462,462,462,0
6105,0,0,0,462,461,462,0
6116,0,0,0,462,462,462,0
6128,0,0,0,463,462,462,0
6140,0,0,0,462,462,462,0
6152,0,0,0,462,462,462,0
6163,0,0,0,462,462,462,0
6175,0,0,0,462,461,462,0
6187,0,0,0,462,462,462,0
6198,0,0,0,462,461,462,0
6210,0,0,0,462,461,462,0
6222,0,0,0,462,461,463,0
6233,0,0,0,462,461,462,0
6245,0,0,0,462,461,462,0
6257,0,0,0,462,461,462,0
6269,0,0,0,462,461,462,0
6280,0,0,0,462,461,462,0
6292,0,0,0,462,461,462,0
6304,0,0,0,462,461,462,0
6315,0,0,0,462,461,462,0
6327,0,0,0,462,461,462,0
6339,0,0,0,462,461,462,0
6351,0,0,0,462,461,462,0
6362,0,0,0,462,462,462,0
6374,0,0,0,462,462,462,0
6386,0,0,0,462,462,462,0
6397,0,0,0,462,461,462,0
6409,0,0,0,462,462,462,0
6421,0,0,0,462,461,462,0
6432,0,0,0,462,461,462,0
6444,0,0,0,462,461,462,0
6456,0,0,0,462,461,462,0
6468,0,0,0,462,461,462,0
6479,0,0,0,462,461,462,0
6491,0,0,0,462,461,463,0
6503,0,0,0,462,461,462,0
6514,0,0,0,462,461,463,0
6526,0,0,0,462,461,463,0
6538,0,0,0,462,461,462,0
6549,0,0,0,462,461,463,0
6561,0,0,0,462,461,462,0
6573,0,0,0,462,461,462,0
6585,0,0,0,462,461,463,0
6596,0,0,0,462,461,462,0
6608,0,0,0,462,461,462,0
6620,0,0,0,463,461,462,0
6631,0,0,0,462,461,462,0
6643,0,0,0,462,461,462,0
6655,0,0,0,462,461,462,0
6667,0,0,0,462,461,462,0
6678,0,0,0,462,461,462,0
6690,0,0,0,462,461,462,0
6702,0,0,0,462,461,462,0
6713,0,0,0,462,461,462,0
6725,0,0,0,462,462,462,0
6737,0,0,0,462,462,462,0
6748,0,0,0,462,461,462,0
6760,0,0,0,462,462,462,0
6772,0,0,0,462,461,462,0
6784,0,0,0,462,461,462,0
6795,0,0,0,462,461,462,0
6807,0,0,0,462,461,462,0
6819,0,0,0,462,461,462,0
6830,0,0,0,462,461,462,0
6842,0,0,0,462,461,462,0
6854,0,0,0,462,461,462,0
6866,0,0,0,462,461,462,0
6877,0,0,0,462,461,462,0
6889,0,0,0,462,461,462,0
6901,0,0,0,462,461,462,0
6912,0,0,0,462,461,462,0
6924,0,0,0,462,461,462,0
6936,0,0,0,462,461,462,0
6947,0,0,0,462,461,462,0
6959,0,0,0,462,461,462,0
6971,0,0,0,462,461,462,0
6983,0,0,0,462,461,462,0
6994,0,0,0,462,461,463,0
7006,0,0,0,462,461,462,0
7018,0,0,0,462,461,463,0
7029,0,0,0,462,461,462,0
7041,0,0,0,462,461,462,0
7053,0,0,0,462,461,462,0
7064,0,0,0,462,461,462,0
7076,0,0,0,462,461,462,0
7088,0,0,0,462,462,462,0
7100,0,0,0,462,462,462,0
7111,0,0,0,462,461,462,0
7123,0,0,0,462,461,462,0
7135,0,0,0,462,461,462,0
7146,0,0,0,462,461,462,0
7158,0,0,0,462,461,462,0
7170,0,0,0,462,461,462,0
7182,0,0,0,462,461,462,0
7193,0,0,0,462,461,462,0
7205,0,0,0,462,461,462,0
7217,0,0,0,461,461,462,0
7228,0,0,0,462,461,462,0
7240,0,0,0,461,461,462,0
7252,0,0,0,462,461,462,0
7263,0,0,0,462,461,462,0
7275,0,0,0,462,461,462,0
7287,0,0,0,462,461,462,0
7299,0,0,0,462,461,462,0
7310,0,0,0,462,461,462,0
7322,0,0,0,462,461,462,0
7334,0,0,0,462,461,462,0
7345,0,0,0,462,461,462,0
7357,0,0,0,462,461,462,0
7369,0,0,0,462,461,462,0
7380,0,0,0,462,462,462,0
7392,0,0,0,462,462,462,0
7404,0,0,0,462,462,462,0
7416,0,0,0,462,462,462,0
7427,0,0,0,462,461,462,0
7439,0,0,0,2,,,
12,0,0,0,460,443,462,1
25,0,0,0,455,436,462,0
37,0,0,0,414,434,463,0
49,0,0,0,419,435,463,0
60,0,0,0,393,433,463,0
72,0,0,0,404,438,463,0
84,0,0,0,388,430,463,0
96,0,0,0,374,428,463,0
107,0,0,0,352,433,463,0
119,0,0,0,334,433,463,0
131,0,0,0,316,427,462,0
142,0,0,0,306,425,463,0
154,0,0,0,286,423,463,0
166,0,0,0,282,425,462,0
178,0,0,0,274,422,463,0
189,0,0,0,267,418,463,0
201,0,0,0,277,422,463,0
213,0,0,0,263,421,462,0
224,0,0,0,268,425,462,0
236,0,0,0,271,421,462,0
248,0,0,0,269,422,462,0
259,0,0,0,264,422,462,0
271,0,0,0,262,420,462,0
283,0,0,0,259,413,463,0
295,0,0,0,268,420,463,0
306,0,0,0,259,422,463,0
318,0,0,0,272,413,463,0
330,0,0,0,272,416,463,0
341,0,0,0,276,412,462,0
353,0,0,0,283,420,463,0
365,0,0,0,283,418,463,0
377,0,0,0,286,416,462,0
388,0,0,0,281,414,462,0
400,0,0,0,285,417,462,0
412,0,0,0,278,416,462,0
423,0,0,0,278,416,462,0
435,0,0,0,288,412,462,0
447,0,0,0,295,409,462,0
458,0,0,0,305,412,462,0
470,0,0,0,318,415,462,0
482,0,0,0,294,423,463,0
494,0,0,0,322,422,462,0
505,0,0,0,309,417,462,0
517,0,0,0,347,425,463,0
529,0,0,0,371,427,463,0
540,0,0,0,386,432,463,0
552,0,0,0,405,434,463,0
564,0,0,0,373,434,463,0
575,0,0,0,380,429,463,0
587,0,0,0,412,426,463,0
599,0,0,0,425,433,462,0
611,0,0,0,454,429,463,0
622,5,0,0,485,447,462,0
634,0,0,0,465,450,463,0
646,18,0,0,517,458,463,0
657,16,0,0,512,457,463,0
669,10,6,0,498,463,462,0
681,18,2,0,518,461,462,0
693,16,0,0,512,457,462,0
704,30,0,0,547,452,463,0
716,40,0,0,572,454,463,0
728,46,18,0,587,469,463,0
739,37,24,0,564,472,462,0
751,48,27,0,592,473,462,0
763,37,31,0,564,475,462,0
774,51,33,0,599,476,462,0
786,50,37,0,597,478,462,0
798,39,39,0,568,479,462,0
810,48,49,0,592,484,462,0
821,41,49,0,573,484,462,0
833,36,63,0,562,491,462,0
845,39,69,0,569,494,462,0
856,29,61,0,544,490,462,0
868,34,78,0,557,498,462,0
880,28,84,0,542,501,462,0
892,20,92,0,524,505,462,0
903,13,86,0,506,502,462,0
915,6,96,0,489,507,462,0
927,0,84,0,415,501,462,0
938,0,98,0,462,508,463,0
950,0,100,0,409,510,463,0
962,0,98,0,393,508,463,0
973,0,96,0,358,507,462,0
985,0,96,0,357,507,463,0
997,0,94,0,340,506,462,0
1009,0,94,0,336,506,463,0
1020,0,88,0,318,503,463,0
1032,0,76,0,290,497,463,0
1044,0,65,0,267,492,462,0
1055,0,51,0,257,485,463,0
1067,0,43,0,239,481,462,0
1079,0,31,0,230,475,463,0
1091,0,20,0,223,470,463,0
1102,0,6,0,201,463,462,0
1114,0,0,0,193,457,463,0
1126,0,0,0,169,449,462,0
1137,0,0,0,179,446,463,0
1149,0,0,0,154,442,463,0
1161,0,0,0,158,440,463,0
1172,0,0,0,152,437,463,0
1184,0,0,0,151,434,462,0
1196,0,0,0,160,433,463,0
1208,0,0,0,152,434,462,0
1219,0,0,0,144,433,462,0
1231,0,0,0,163,435,462,0
1243,0,0,0,165,435,462,0
1254,0,0,0,173,432,462,0
1266,0,0,0,169,433,462,0
1278,0,0,0,178,430,462,0
1289,0,0,0,187,430,462,0
1301,0,0,0,204,428,462,0
1313,0,0,0,221,427,462,0
1325,0,0,0,235,428,462,0
1336,0,0,0,248,428,462,0
1348,0,0,0,261,425,462,0
1360,0,0,0,274,426,462,0
1371,0,0,0,292,425,462,0
1383,0,0,0,307,426,462,0
1395,0,0,0,320,428,462,0
1407,0,0,0,333,428,462,0
1418,0,0,0,349,428,462,0
1430,0,0,0,362,428,462,0
1442,0,0,0,374,429,462,0
1453,0,0,0,385,430,462,0
1465,0,0,0,398,432,462,0
1477,0,0,0,408,433,462,0
1488,0,0,0,415,435,462,0
1500,0,0,0,429,435,462,0
1512,0,0,0,438,437,462,0
1524,0,0,0,449,438,462,0
1535,0,0,0,456,440,462,0
1547,0,0,0,465,443,462,0
1559,0,0,0,471,444,462,0
1570,1,0,0,477,445,462,0
1582,4,0,0,483,447,462,0
1594,6,0,0,488,450,462,0
1606,7,0,0,492,452,462,0
1617,10,0,0,499,452,462,0
1629,12,0,0,503,454,462,0
1641,13,0,0,505,456,462,0
1652,16,0,0,512,457,462,0
1664,16,0,0,514,458,462,0
1676,17,0,0,516,460,462,0
1687,18,0,0,518,460,463,0
1699,20,4,0,522,462,462,0
1711,20,6,0,523,463,463,0
1723,21,8,0,526,464,463,0
1734,20,12,0,524,466,463,0
1746,22,10,0,528,465,462,0
1758,22,12,0,528,466,462,0
1769,23,12,0,529,466,462,0
1781,23,14,0,529,467,462,0
1793,23,14,0,531,467,462,0
1804,23,18,0,531,469,462,0
1816,23,18,0,531,469,462,0
1828,23,16,0,529,468,463,0
1840,22,18,0,528,469,463,0
1851,24,18,0,532,469,463,0
1863,24,20,0,532,470,462,0
1875,24,22,0,533,471,463,0
1886,24,24,0,533,472,463,0
1898,23,24,0,531,472,463,0
1910,23,22,0,531,471,463,0
1922,23,22,0,531,471,462,0
1933,23,22,0,531,471,462,0
1945,23,24,0,530,472,462,0
1957,23,24,0,529,472,462,0
1968,23,24,0,529,472,463,0
1980,22,24,0,527,472,463,0
1992,22,24,0,527,472,462,0
2003,21,24,0,526,472,462,0
2015,21,24,0,525,472,462,0
2028,21,24,0,525,472,462,0
2040,19,24,0,521,472,462,0
2052,20,24,0,523,472,463,0
2063,20,27,0,524,473,463,0
2075,20,24,0,523,472,463,0
2087,20,27,0,523,473,462,0
2099,20,29,0,522,474,463,0
2110,19,31,0,520,475,462,0
2122,18,27,0,518,473,462,0
2134,19,31,0,520,475,462,0
2145,19,29,0,520,474,462,0
2157,19,27,0,520,473,463,0
2169,18,27,0,518,473,462,0
2181,19,29,0,520,474,462,0
2192,19,31,0,521,475,462,0
2204,18,31,0,518,475,462,0
2216,17,31,0,515,475,462,0
2227,18,29,0,517,474,462,0
2239,18,27,0,519,473,462,0
2251,18,16,0,518,468,462,0
2262,16,29,0,514,474,462,0
2274,20,29,0,522,474,462,0
2286,19,24,0,521,472,462,0
