Shoulder_Y_norm,Shoulder_Y_vel,Shoulder_Y_acc,Shoulder_Z_norm,Shoulder_Z_vel,Shoulder_Z_acc,Knee_Y_norm,Knee_Y_vel,Knee_Y_acc,Knee_Z_norm,Knee_Z_vel,Knee_Z_acc,Ankle_Y_norm,Ankle_Y_vel,Ankle_Y_acc,Ankle_Z_norm,Ankle_Z_vel,Ankle_Z_acc,Knee_Angle_norm,Knee_Angle_vel,EMG_Main_MVC,EMG_Compass_MVC
0.663239985820631,0.0,0.0,-0.02621706250738509,0.0,0.0,-0.2872651542006381,0.0,0.0,-0.02844735909252036,0.0,0.0,-0.31871824412146993,0.0,0.0,-0.09046732837055416,0.0,0.0,0.6808169862032437,0.0,0.02145290135632359,0.0032204015770623375
0.662176533144275,-0.06380716058135949,-3.8284296348815694,-0.024400330851943746,0.10900389932648073,6.540233959588844,-0.28715437788018433,0.006646579227225224,0.39879475363351347,-0.02858029067706488,-0.007975895072671185,-0.4785537043602711,-0.31993678364646105,-0.07311237149946748,-4.386742289968049,-0.0906667257473709,-0.011963842609004904,-0.7178305565402943,0.6862138958145918,0.3238145766808853,0.021461445919152642,0.0024784238154664353
0.6647170034266809,0.1524282169443536,12.974122651542785,-0.023514120288313844,0.05317263381779409,-3.3498759305211983,-0.2844809760132341,0.1604041120170152,9.2254519673874,-0.025766572137539905,0.1688231123714986,10.607940446650188,-0.31638455630391116,0.21313364055299377,17.174760723147674,-0.08836996336996336,0.1378057426444526,8.986175115207452,0.6787745775884139,-0.44635909357067627,0.021520037086527274,0.0018213585675639456
0.6660537043601561,0.08020205600850927,-4.33356965615066,-0.02411969750679428,-0.03633463310882608,-5.37043601559721,-0.2841560321399031,0.019496632399859104,-8.454448777029366,-0.027310055535861976,-0.09260900389932429,-15.685926976249375,-0.3170196738745126,-0.03810705423608507,-15.07444168734473,-0.09002422308873921,-0.09925558312655097,-14.223679546260215,0.6841408560203203,0.3219767059143841,0.021664567774292227,0.001311593937445507
0.666437728937729,0.023041474654375005,-3.429634881248056,-0.023189176414982877,0.05583126550868414,5.529953917050613,-0.28307780928748677,0.0646933711449793,2.711804324707212,-0.027162353775257008,0.008862105636298079,6.088266572137342,-0.31674642561739336,0.01639489542715311,3.270116979794291,-0.08934479498995629,0.040765685926975326,8.401276143211579,0.6884124575873886,0.2562960940240977,0.021901626645445454,0.0009868147333126824
0.6668956043956045,0.027472527472527375,0.2658631690891422,-0.02200756233014297,0.07089684509039441,0.9039347749026164,-0.2821472881956753,0.05583126550868789,-0.531726338177485,-0.025397317736027398,0.10590216235377661,5.822403403048712,-0.3145087439442278,0.1342609003899342,7.071960297766866,-0.08722527472527472,0.12717121588089408,5.184331797235125,0.682064746182584,-0.38086268428827674,0.022207406897301406,0.0008552519414627895
0.6641114262082005,-0.1670506912442371,-11.671393123005869,-0.0249615975422427,-0.17724211272598386,-14.888337468982698,-0.2856699751861042,-0.21136121942573416,-16.031549096065323,-0.02762022923313247,-0.1333746898263044,-14.356611130804861,-0.31803143093465674,-0.2113612194257375,-20.737327188940302,-0.09045255819449369,-0.193637008153138,-19.248493442041926,0.68207229082004,0.00045267824736017204,0.02253663788830924,0.0008983238675950868
0.6626196384260901,-0.08950726692662725,4.652605459056591,-0.0240753869786128,0.05317263381779409,13.824884792626678,-0.28671865768639965,-0.06292095001772635,8.906416164480468,-0.028314427507975887,-0.041651896490604925,5.503367600141969,-0.3187847099137422,-0.04519673874512686,9.969868840836638,-0.08884260900389934,0.09659695143566072,17.414037575327924,0.6864066230102893,0.2600599314149621,0.022837430693080744,0.0010814697471282257
0.6641040411201701,0.08906416164480069,10.714285714285676,-0.023617511520737336,0.02747252747252779,-1.542006380715978,-0.28479114971050457,0.11565047855370492,10.714285714285877,-0.027295285359801504,0.06114852889046299,6.168025522864075,-0.3175440151246603,0.07444168734491385,7.178305565402443,-0.08960327307101502,-0.045639844026940934,-8.5342077277561,0.6844657258565997,-0.11645382922137681,0.023066546022914403,0.0013698976591454816
0.6644732955216827,0.02215526409075519,-4.01453385324273,-0.025485938792390396,-0.1121056362991836,-8.374689826302683,-0.28417818740399386,0.03677773839064202,-4.732364409783774,-0.028550750324943853,-0.07532789790854096,-8.188585607940238,-0.3168867422899681,0.03943637008153145,-2.1003190358029444,-0.09071103627555241,-0.06646579227224308,-1.249556894718129,0.6860574327787561,0.09550241532938264,0.023200510444346695,0.00174264236556069
0.666024164008035,0.09305210918113982,4.253810705423078,-0.022509748316199934,0.17857142857142774,17.44062389223668,-0.28431111898853834,-0.007975895072668271,-2.6852180077986176,-0.026734018669502528,0.10900389932647948,11.059907834101226,-0.31515863169088976,0.10368663594470084,3.855015951790164,-0.087144038756942,0.21401985111662442,16.82913860333205,0.6801236402534884,-0.3560275515160627,0.023240148142328654,0.002198302747472341
0.6667109771948483,0.041208791208797724,-3.1105990783405257,-0.021468450903934785,0.06247784473590895,-6.9656150301311275,-0.2827971759423372,0.09083658277206696,5.928748670684114,-0.02577395722557014,0.05760368663594334,-3.0840127614321684,-0.3140434833983221,0.06690889755405882,-2.2066643034385214,-0.08617659222497931,0.058046791917761575,-9.358383551931771,0.6808892134026828,0.04593438895166724,0.023208314015743033,0.002749582249685177
0.6651601087084958,-0.09305210918114648,-8.055654023396652,-0.02169000354484226,-0.013293158454448575,-4.546260191421451,-0.2840304856433889,-0.07399858206310062,-9.890109890110056,-0.026630627437079078,-0.05140021269053635,-6.5402339595887815,-0.31671688526527236,-0.1604041120170152,-13.638780574264443,-0.08763145456693844,-0.08729174051754773,-8.720311946118558,0.6863353244748228,0.3267666643283995,0.023142424476177887,0.0034093651241870063
0.6643699042892591,-0.04741226515420305,2.738390641616606,-0.023078400094529126,-0.08330379298121193,-4.200638071605802,-0.285042242703533,-0.060705423608646836,0.7975895072672268,-0.026763559021623556,-0.007975895072668687,2.6054590570720597,-0.31622208436724564,0.02968805388160356,11.405529953917126,-0.08812625546496516,-0.02968805388160356,3.4562211981566504,0.6794453788521999,-0.41339673735737437,0.02308480919461236,0.004175323399589935
0.6621396077041238,-0.13381779510811764,-5.184331797234876,-0.020360687699397365,0.1630627437079057,14.781992201347057,-0.28577336641852774,-0.04386742289968382,1.0102800425377811,-0.02506498877466617,0.1019142148174431,6.593406593406708,-0.31759571074087206,-0.08241758241758546,-6.726338177951341,-0.08470695970695973,0.20515774548032634,14.090747961715794,0.6838609715151631,0.2649355597777925,0.02307481087589096,0.005020509440792932
0.6598723856788373,-0.1360333215171905,-0.13293158454437126,-0.018019614793808345,0.1404643743353412,-1.3559021623538692,-0.2893182086730474,-0.21269053527118054,-10.129386742289803,-0.023868604513765795,0.07178305565402256,-1.8078695498052328,-0.32148765213281344,-0.2335164835164827,-9.065934065933835,-0.08388721493560203,0.04918468628146183,-9.35838355193187,0.6828172568672535,-0.06262287887457862,0.023146148125028812,0.005894240478380382
0.6645545314900154,0.28092874867068574,25.017724211272576,-0.02001358856197567,-0.11963842609003947,-15.606168025522843,-0.28484284532671633,0.2685218007798651,28.872740163062737,-0.024274784355429527,-0.02437079049982388,-5.769230769230786,-0.3153580290677065,0.3677773839064169,36.077632045373974,-0.08534207727756114,-0.0872917405175469,-8.188585607940524,0.6745681341206123,-0.4949473647984681,0.02333040293901986,0.006733287829435362
0.6635723147819923,-0.05893300248138722,-20.391705069124377,-0.019865886801370677,0.008862105636299536,7.710031903580341,-0.2849019260309583,-0.0035448422545192315,-16.32399858206306,-0.025279156327543413,-0.06026231832683318,-2.153491669620558,-0.3169384379061798,-0.09482453030839944,-27.75611485288898,-0.08784562211981567,-0.1502126905352716,-3.775257001063481,0.6788043555723035,0.2541732871014668,0.023663210439692835,0.007479864543858063
0.6585430698333924,-0.30175469691599455,-14.56930166607644,-0.01900921658986174,0.05140021269053614,2.5522864232541966,-0.28874217180668793,-0.2304147465437767,-13.612194257355448,-0.023787368545433053,0.08950726692662163,8.986175115207288,-0.3216796644215999,-0.28447359092520497,-11.378943637008332,-0.08543808342195439,0.144452321871677,17.679900744416916,0.6823518975883079,0.2128525209602694,0.02418672602403783,0.008100243262209716
0.6618737445350349,0.19984048209855,30.095710740872672,-0.01907568238213401,-0.003987947536336009,-3.3232896136123293,-0.28670388751033915,0.12229705778092681,21.162708259482212,-0.0234771948481626,0.018610421836227214,-4.253810705423665,-0.3187108590334397,0.17812832328961137,27.75611485288898,-0.08474388514711095,0.041651896490605966,-6.168025522864262,0.6792488687961397,-0.18618172753009699,0.02494325368502372,0.008596352364033097
0.6605665839536807,-0.07842963488124965,-16.69620701878798,-0.01948186222379772,-0.02437079049982263,-1.2229705778091973,-0.2883433770530545,-0.098369372562922,-13.23998582063093,-0.02490251683800071,-0.08551931939028666,-6.2477844735908326,-0.31885117570601446,-0.00841900035448484,-11.192839418645773,-0.08305269998818389,0.10147110953562383,3.589152782701072,0.6812181314231172,0.11815575761864983,0.025960425471459155,0.009004219119706029
0.6614232541651897,0.05140021269053552,7.78979085430711,-0.02158661231241877,-0.12628500531726303,-6.114852889046424,-0.2874793217535153,0.05184331797235209,9.012761432116445,-0.025338237031785425,-0.02614321162708287,3.5625664657922274,-0.3189988774666194,-0.008862105636298079,-0.026586316908794316,-0.08595503958407184,-0.17414037575327723,-16.536689117334063,0.6806141559234747,-0.03623852997854504,0.027234246128057603,0.009378660359611348
